epoch,accuracy,f1,loss,precision,recall,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,0.8122448921203613,0.7991266250610352,0.4081304669380188,0.8591549396514893,0.7469387650489807,0.8595238327980042,0.8528677821159363,0.3187243640422821,0.8952879309654236,0.8142856955528259
1,0.8576530814170837,0.8507221937179565,0.3234170079231262,0.8942632079124451,0.8112244606018066,0.8571428656578064,0.8617510199546814,0.34534966945648193,0.8348214030265808,0.8904761672019958
2,0.8673469424247742,0.8585418462753296,0.2947548031806946,0.9195803999900818,0.8051020503044128,0.8666666746139526,0.8592963814735413,0.29997214674949646,0.9095744490623474,0.8142856955528259
3,0.863265335559845,0.8568375706672668,0.3009238541126251,0.8991031646728516,0.8183673620223999,0.8595238327980042,0.8459530472755432,0.31942301988601685,0.9364162087440491,0.7714285850524902
4,0.8801020383834839,0.8737236857414246,0.27851563692092896,0.9228149652481079,0.8295918107032776,0.8738095164299011,0.8691357374191284,0.29022520780563354,0.9025641083717346,0.8380952477455139
5,0.8826530575752258,0.8764768838882446,0.2695789039134979,0.9251700639724731,0.8326530456542969,0.8619047403335571,0.8687782287597656,0.3364027738571167,0.8275862336158752,0.9142857193946838
6,0.8811224699020386,0.8765235543251038,0.27879637479782104,0.9117971062660217,0.8438775539398193,0.8666666746139526,0.8510637879371643,0.3290719985961914,0.9638554453849792,0.761904776096344
7,0.8841836452484131,0.8785445690155029,0.2660627067089081,0.9235095381736755,0.8377550840377808,0.8880952596664429,0.8878281116485596,0.2894454002380371,0.8899521827697754,0.8857142925262451
8,0.8887755274772644,0.883671224117279,0.2641514241695404,0.926174521446228,0.844897985458374,0.8738095164299011,0.863753080368042,0.28054165840148926,0.9385474920272827,0.800000011920929
9,0.8959183692932129,0.8910256028175354,0.23781253397464752,0.9349775910377502,0.8510203957557678,0.8857142925262451,0.8775509595870972,0.27524468302726746,0.9450549483299255,0.8190476298332214
10,0.9030612111091614,0.8985041975975037,0.23263967037200928,0.9428251385688782,0.8581632375717163,0.8857142925262451,0.8781725168228149,0.284554660320282,0.9402173757553101,0.8238095045089722
11,0.9117347002029419,0.9083200097084045,0.23006898164749146,0.9448732137680054,0.8744897842407227,0.8904761672019958,0.8861384987831116,0.26794594526290894,0.9226804375648499,0.8523809313774109
12,0.9005101919174194,0.8965516090393066,0.2429477721452713,0.9337016344070435,0.8622449040412903,0.8809523582458496,0.8697916269302368,0.28058677911758423,0.959770143032074,0.7952380776405334
13,0.9086734652519226,0.9050397276878357,0.21843966841697693,0.9425414204597473,0.8704081773757935,0.8904761672019958,0.8832486867904663,0.2719818949699402,0.945652186870575,0.8285714387893677
14,0.9005101919174194,0.8957776427268982,0.23689165711402893,0.9405162930488586,0.8551020622253418,0.8857142925262451,0.880596935749054,0.2719062268733978,0.921875,0.8428571224212646
15,0.9117347002029419,0.9080275893211365,0.21508070826530457,0.9478357434272766,0.8714285492897034,0.8857142925262451,0.8817732930183411,0.2651556432247162,0.9132652878761292,0.8523809313774109
16,0.9153061509132385,0.9123547673225403,0.20886600017547607,0.9452953934669495,0.8816326260566711,0.8880952596664429,0.8785529136657715,0.2953776717185974,0.9604519605636597,0.8095238208770752
17,0.9086734652519226,0.9058390259742737,0.22379305958747864,0.9348534345626831,0.8785714507102966,0.8952381014823914,0.8871793746948242,0.27837270498275757,0.9611111283302307,0.8238095045089722
18,0.9137755036354065,0.9101541042327881,0.21599583327770233,0.9500554800033569,0.8734694123268127,0.8761904835700989,0.8779341578483582,0.29044491052627563,0.8657407164573669,0.8904761672019958
19,0.9102040529251099,0.9073683619499207,0.22262801229953766,0.936956524848938,0.8795918226242065,0.8833333253860474,0.8852458000183105,0.2944297194480896,0.8709677457809448,0.8999999761581421
20,0.8948979377746582,0.8916928768157959,0.24701617658138275,0.9197397232055664,0.8653061389923096,0.8857142925262451,0.8857142329216003,0.2785398066043854,0.8857142925262451,0.8857142925262451
21,0.9112244844436646,0.908227801322937,0.2182333916425705,0.9399563074111938,0.8785714507102966,0.8761904835700989,0.8617020845413208,0.33131328225135803,0.9759036302566528,0.7714285850524902
