epoch,accuracy,f1,loss,precision,recall,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,0.8142856955528259,0.7995594143867493,0.4046056568622589,0.8684210777282715,0.7408163547515869,0.8809523582458496,0.8749999403953552,0.32459554076194763,0.9210526347160339,0.8333333134651184
1,0.856632649898529,0.8473654985427856,0.3225186765193939,0.9059233665466309,0.795918345451355,0.8761904835700989,0.8666666150093079,0.2909991443157196,0.9388889074325562,0.8047618865966797
2,0.8693877458572388,0.8604143857955933,0.3085332214832306,0.9238876104354858,0.8051020503044128,0.8690476417541504,0.8563967943191528,0.2904703617095947,0.9479768872261047,0.7809523940086365
3,0.8739795684814453,0.8675602674484253,0.3040531277656555,0.9141243100166321,0.8255102038383484,0.8523809313774109,0.8306010365486145,0.34932637214660645,0.9743589758872986,0.723809540271759
4,0.8852040767669678,0.8779163956642151,0.27067723870277405,0.9374275803565979,0.8255102038383484,0.8857142925262451,0.8787878155708313,0.2707710862159729,0.9354838728904724,0.8285714387893677
5,0.8872448801994324,0.8811188340187073,0.26513034105300903,0.9317406415939331,0.8357142806053162,0.8619047403335571,0.8687782287597656,0.3194124102592468,0.8275862336158752,0.9142857193946838
6,0.8862245082855225,0.8820729851722717,0.2650148570537567,0.9154775142669678,0.8510203957557678,0.8761904835700989,0.8749999403953552,0.2840629518032074,0.8834951519966125,0.8666666746139526
7,0.8984693884849548,0.8947646021842957,0.2508227825164795,0.9286498427391052,0.863265335559845,0.8761904835700989,0.8712871074676514,0.2708352506160736,0.907216489315033,0.8380952477455139
8,0.8852040767669678,0.8792269229888916,0.2706556022167206,0.9275197982788086,0.8357142806053162,0.8690476417541504,0.8699762225151062,0.29364290833473206,0.8638497591018677,0.8761904835700989
9,0.8785714507102966,0.8747367858886719,0.2812763452529907,0.9032608866691589,0.8479591608047485,0.8714285492897034,0.8601035475730896,0.2920585572719574,0.9431818127632141,0.7904762029647827
10,0.8913265466690063,0.88652104139328,0.25530606508255005,0.9275362491607666,0.8489795923233032,0.8690476417541504,0.8586117029190063,0.27084022760391235,0.9329608678817749,0.7952380776405334
11,0.8974489569664001,0.893368661403656,0.24837207794189453,0.9303867220878601,0.859183669090271,0.8785714507102966,0.8765133023262024,0.2866728603839874,0.8916256427764893,0.8619047403335571
12,0.9010204076766968,0.8972457051277161,0.24000480771064758,0.9328193664550781,0.8642857074737549,0.8714285492897034,0.8708133101463318,0.28842416405677795,0.875,0.8666666746139526
13,0.902550995349884,0.8996321558952332,0.23889584839344025,0.9274106025695801,0.8734694123268127,0.8547618985176086,0.8337873816490173,0.39326730370521545,0.9745222926139832,0.7285714149475098
14,0.8877550959587097,0.8826039433479309,0.27539798617362976,0.9250559210777283,0.8438775539398193,0.8761904835700989,0.8666666150093079,0.2804638743400574,0.9388889074325562,0.8047618865966797
15,0.906632661819458,0.9028146266937256,0.23274479806423187,0.9413067698478699,0.8673469424247742,0.8761904835700989,0.882352888584137,0.3283795416355133,0.8405172228813171,0.9285714030265808
16,0.9040816426277161,0.9006341695785522,0.230412557721138,0.9342105388641357,0.8693877458572388,0.8738095164299011,0.8644500374794006,0.2770058810710907,0.9337016344070435,0.8047618865966797
17,0.9020408391952515,0.8983050584793091,0.22566406428813934,0.933920681476593,0.8653061389923096,0.8714285492897034,0.8649998903274536,0.27909043431282043,0.9105263352394104,0.8238095045089722
18,0.9096938967704773,0.9063986539840698,0.21770837903022766,0.9407244920730591,0.8744897842407227,0.8714285492897034,0.8656715750694275,0.27967363595962524,0.90625,0.8285714387893677
19,0.9107142686843872,0.9073582887649536,0.21277199685573578,0.9427942633628845,0.8744897842407227,0.8785714507102966,0.8765133023262024,0.279105007648468,0.8916256427764893,0.8619047403335571
20,0.9142857193946838,0.9112986922264099,0.20757806301116943,0.9442012906074524,0.8806122541427612,0.8595238327980042,0.8409702777862549,0.36680951714515686,0.9689440727233887,0.7428571581840515
21,0.9112244844436646,0.9084210395812988,0.2088245153427124,0.938043475151062,0.8806122541427612,0.8761904835700989,0.8652849197387695,0.2916870713233948,0.9488636255264282,0.7952380776405334
22,0.9061224460601807,0.9036649465560913,0.21790637075901031,0.9279569983482361,0.8806122541427612,0.8642857074737549,0.8463611602783203,0.35204076766967773,0.9751552939414978,0.7476190328598022
23,0.906632661819458,0.9035317897796631,0.2194465696811676,0.934569239616394,0.8744897842407227,0.8738095164299011,0.862337589263916,0.3069736063480377,0.9485714435577393,0.7904762029647827
24,0.9178571701049805,0.9153076410293579,0.19337646663188934,0.9446253776550293,0.8877550959587097,0.8714285492897034,0.8629441261291504,0.29245930910110474,0.9239130616188049,0.8095238208770752
25,0.9178571701049805,0.916014552116394,0.21163733303546906,0.9370330572128296,0.8959183692932129,0.8714285492897034,0.8629441261291504,0.29329654574394226,0.9239130616188049,0.8095238208770752
