epoch,accuracy,f1,loss,precision,recall,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,0.7586734890937805,0.7519663572311401,0.5538362860679626,0.7734627723693848,0.731632649898529,0.7952380776405334,0.8208332657814026,0.47911715507507324,0.729629635810852,0.938095211982727
1,0.8596938848495483,0.8545742630958557,0.3112642765045166,0.8869374394416809,0.8244897723197937,0.8595238327980042,0.8475451469421387,0.3249194622039795,0.9265536665916443,0.7809523940086365
2,0.8831632733345032,0.8781265616416931,0.26837897300720215,0.9176863431930542,0.8418367505073547,0.8595238327980042,0.8475451469421387,0.3104276657104492,0.9265536665916443,0.7809523940086365
3,0.8892857432365417,0.8846357464790344,0.2663761079311371,0.923418402671814,0.8489795923233032,0.8619047403335571,0.8473683595657349,0.3190903067588806,0.9470587968826294,0.7666666507720947
4,0.8693877458572388,0.8655461668968201,0.30831798911094666,0.8917748928070068,0.8408163189888,0.8547618985176086,0.8571428060531616,0.3207279443740845,0.843317985534668,0.8714285492897034
5,0.8816326260566711,0.8778946399688721,0.2933497428894043,0.906521737575531,0.8510203957557678,0.8523809313774109,0.8544600009918213,0.31155508756637573,0.8425925970077515,0.8666666746139526
6,0.9015306234359741,0.8986876010894775,0.24262359738349915,0.9254053831100464,0.8734694123268127,0.8690476417541504,0.8635234832763672,0.2835990786552429,0.9015544056892395,0.8285714387893677
7,0.8999999761581421,0.8966243863105774,0.23810090124607086,0.9279475808143616,0.8673469424247742,0.8690476417541504,0.868105411529541,0.2971773147583008,0.8743961453437805,0.8619047403335571
8,0.8999999761581421,0.8972745537757874,0.23571017384529114,0.9224137663841248,0.8734694123268127,0.8357142806053162,0.8056337237358093,0.4259832799434662,0.9862068891525269,0.6809523701667786
9,0.8795918226242065,0.8751322031021118,0.28055837750434875,0.908791184425354,0.8438775539398193,0.8809523582458496,0.8792269825935364,0.28348520398139954,0.8921568393707275,0.8666666746139526
